"Step","greedy 5 5  - returns","greedy 5 5  - returns__MIN","greedy 5 5  - returns__MAX"
"429","0.5475033521652222","0.5475033521652222","0.5475033521652222"
"430","-0.552696168422699","-0.552696168422699","-0.552696168422699"
"431","0.33517780900001526","0.33517780900001526","0.33517780900001526"
"432","-1.217030644416809","-1.217030644416809","-1.217030644416809"
"433","0.09721580892801285","0.09721580892801285","0.09721580892801285"
"434","0.9967235326766968","0.9967235326766968","0.9967235326766968"
"435","-2.696909189224243","-2.696909189224243","-2.696909189224243"
"436","-1.644142985343933","-1.644142985343933","-1.644142985343933"
"437","0.04440714418888092","0.04440714418888092","0.04440714418888092"
"438","0.14417780935764313","0.14417780935764313","0.14417780935764313"
"439","1.1631231307983398","1.1631231307983398","1.1631231307983398"
"440","-3.0090036392211914","-3.0090036392211914","-3.0090036392211914"
"441","0.4096497893333435","0.4096497893333435","0.4096497893333435"
"442","0.6182217597961426","0.6182217597961426","0.6182217597961426"
"443","-0.4626706838607788","-0.4626706838607788","-0.4626706838607788"
"444","0.0849975049495697","0.0849975049495697","0.0849975049495697"
"445","0.4553259611129761","0.4553259611129761","0.4553259611129761"
"446","0.40464526414871216","0.40464526414871216","0.40464526414871216"
"447","1.2049145698547363","1.2049145698547363","1.2049145698547363"
"448","0.005286902189254761","0.005286902189254761","0.005286902189254761"
"449","1.2947087287902832","1.2947087287902832","1.2947087287902832"
"450","1.4709346294403076","1.4709346294403076","1.4709346294403076"
"451","-1.0003374814987183","-1.0003374814987183","-1.0003374814987183"
"452","0.20277312397956848","0.20277312397956848","0.20277312397956848"
"453","0.933282732963562","0.933282732963562","0.933282732963562"
"454","0.4890561103820801","0.4890561103820801","0.4890561103820801"
"455","-0.6944907903671265","-0.6944907903671265","-0.6944907903671265"
"456","0.7706881761550903","0.7706881761550903","0.7706881761550903"
"457","-0.9437152147293091","-0.9437152147293091","-0.9437152147293091"
"458","-0.25333765149116516","-0.25333765149116516","-0.25333765149116516"
"459","0.06431041657924652","0.06431041657924652","0.06431041657924652"
"460","0.8099942803382874","0.8099942803382874","0.8099942803382874"
"461","0.9729564189910889","0.9729564189910889","0.9729564189910889"
"462","-0.6079964637756348","-0.6079964637756348","-0.6079964637756348"
"463","0.4374675750732422","0.4374675750732422","0.4374675750732422"
"464","-1.3208180665969849","-1.3208180665969849","-1.3208180665969849"
"465","0.8677607178688049","0.8677607178688049","0.8677607178688049"
"466","-1.1836726665496826","-1.1836726665496826","-1.1836726665496826"
"467","0.25082695484161377","0.25082695484161377","0.25082695484161377"
"468","-1.0695643424987793","-1.0695643424987793","-1.0695643424987793"
"469","0.012065201997756958","0.012065201997756958","0.012065201997756958"
"470","-0.23989105224609375","-0.23989105224609375","-0.23989105224609375"
"471","0.6935411691665649","0.6935411691665649","0.6935411691665649"
"472","-2.1256704330444336","-2.1256704330444336","-2.1256704330444336"
"473","-0.054743170738220215","-0.054743170738220215","-0.054743170738220215"
"474","0.45458561182022095","0.45458561182022095","0.45458561182022095"
"475","-1.5970326662063599","-1.5970326662063599","-1.5970326662063599"
"476","0.8343403339385986","0.8343403339385986","0.8343403339385986"
"477","0.8070722222328186","0.8070722222328186","0.8070722222328186"
"478","-0.8617122173309326","-0.8617122173309326","-0.8617122173309326"
"479","-0.14171910285949707","-0.14171910285949707","-0.14171910285949707"
"480","0.029033511877059937","0.029033511877059937","0.029033511877059937"
"481","0.4400833547115326","0.4400833547115326","0.4400833547115326"
"482","-0.49340999126434326","-0.49340999126434326","-0.49340999126434326"
"483","-2.3509175777435303","-2.3509175777435303","-2.3509175777435303"
"484","0.3825221657752991","0.3825221657752991","0.3825221657752991"
"485","-1.5580581426620483","-1.5580581426620483","-1.5580581426620483"
"486","-0.7251664400100708","-0.7251664400100708","-0.7251664400100708"
"487","0.3625311553478241","0.3625311553478241","0.3625311553478241"
"488","1.0642938613891602","1.0642938613891602","1.0642938613891602"
"489","-2.251755714416504","-2.251755714416504","-2.251755714416504"
"490","-0.8140502572059631","-0.8140502572059631","-0.8140502572059631"
"491","-1.2268385887145996","-1.2268385887145996","-1.2268385887145996"
"492","0.5019484162330627","0.5019484162330627","0.5019484162330627"
"493","-0.16205930709838867","-0.16205930709838867","-0.16205930709838867"
"494","0.3111708462238312","0.3111708462238312","0.3111708462238312"
"495","-1.258998155593872","-1.258998155593872","-1.258998155593872"
"496","-0.15771746635437012","-0.15771746635437012","-0.15771746635437012"
"497","0.6638773679733276","0.6638773679733276","0.6638773679733276"
"498","-0.3644702732563019","-0.3644702732563019","-0.3644702732563019"
"499","1.1271363496780396","1.1271363496780396","1.1271363496780396"
